id,categoria,nivel,tags,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion,cita_biblica
581,Antiguo Testamento,principiante,at-caida-adan-consecuencia-trabajo,"¿Qué consecuencia recibió Adán respecto al trabajo de la tierra, tras el pecado en el Edén?",Nunca más tendría que trabajar,Con dolor comería de ella todos los días de su vida,Sería expulsado sin poder trabajar nunca más,La tierra dejaría de producir alimentos por completo,B,"Dios dijo a Adán que maldita sería la tierra por su causa, y con dolor comería de ella todos los días de su vida.",Génesis 3:17
582,Antiguo Testamento,principiante,at-cain-marca,"¿Qué puso Dios sobre Caín después de matar a Abel, para protegerlo de ser matado por otros?",Una marca,Una vestidura especial,Un nombre nuevo,Una espada,A,"Jehová puso señal en Caín, para que no lo matase cualquiera que lo hallara.",Génesis 4:15
583,Antiguo Testamento,intermedio,at-melquisedec-diezmo,¿Qué le dio Abraham a Melquisedec después de que este lo bendijera con pan y vino?,Todo su ganado,Los diezmos de todo,Su propio hijo,"Nada, solo gratitud verbal",B,Abraham dio a Melquisedec los diezmos de todo lo que había recuperado en la batalla.,Génesis 14:20
584,Antiguo Testamento,intermedio,at-jacob-escalera-vision,"¿Qué vio Jacob en su sueño en Betel, camino a Padan-aram?","Una escalera que llegaba al cielo, con ángeles subiendo y bajando",Un carro de fuego,Un río de sangre,Una zarza ardiente,A,"Jacob soñó con una escalera que estaba apoyada en tierra y su extremo tocaba el cielo, con ángeles de Dios subiendo y descendiendo.",Génesis 28:12
585,Antiguo Testamento,avanzado,at-jose-tunica-colores,¿Qué regalo especial de su padre Jacob provocó los celos de los hermanos de José?,Una túnica de diversos colores,Un báculo de oro,Un anillo real,Un rebaño completo,A,"Israel amaba a José más que a sus otros hijos, y le hizo una túnica de diversos colores, lo cual generó el odio de sus hermanos.",Génesis 37:3-4
586,Antiguo Testamento,avanzado,at-moises-zarza-ardiente,"¿Qué fenómeno sobrenatural llamó la atención de Moisés en el monte Horeb, llevándolo a acercarse y recibir su llamado?",Una zarza que ardía sin consumirse,Una columna de fuego,Un relámpago constante,Una nube oscura,A,"Moisés vio una zarza que ardía en fuego, pero la zarza no se consumía, lo cual lo llevó a acercarse para ver aquella gran visión.",Éxodo 3:2-3
587,Antiguo Testamento,experto,at-nombre-dios-revelado-moises,¿Qué nombre reveló Dios a Moisés en la zarza ardiente cuando este preguntó cómo debía llamarlo ante Israel?,'YO SOY EL QUE SOY','El Todopoderoso' solamente,'El Dios de las alturas','El Rey eterno' solamente,A,Dios respondió a Moisés: 'YO SOY EL QUE SOY... así dirás a los hijos de Israel: YO SOY me envió a vosotros'.,Éxodo 3:14
588,Antiguo Testamento,principiante,at-arca-pacto-contenido,"¿Qué objetos, según Hebreos, se guardaban dentro del arca del pacto?","Las tablas de la ley, la vara de Aarón y una vasija de maná",Solo las tablas de la ley,El manto de Moisés y el báculo de Josué,Un rollo con los nombres de las doce tribus,A,"Hebreos menciona que en el arca del pacto estaban la vasija de oro con el maná, la vara de Aarón que reverdeció, y las tablas del pacto.",Hebreos 9:4
589,Antiguo Testamento,intermedio,at-core-datan-rebelion,"¿Qué sucedió con Coré, Datán y Abiram después de rebelarse contra la autoridad de Moisés y Aarón?",Fueron perdonados sin consecuencia,La tierra se abrió y los tragó vivos,Se convirtieron en líderes del pueblo,Huyeron sin castigo,B,"La tierra abrió su boca y los tragó a ellos y sus casas, y descendieron vivos al Seol.",Números 16:31-33
590,Antiguo Testamento,avanzado,at-finees-celo,"¿Qué acción de celo por la santidad de Dios realizó Finees, nieto de Aarón, deteniendo una plaga sobre Israel?",Ofreció un sacrificio especial,Mató a una pareja que pecaba abiertamente con idolatría e inmoralidad,Destruyó un ídolo en secreto,Ayunó cuarenta días,B,"Finees, viendo la abierta inmoralidad e idolatría, tomó una lanza y traspasó a la pareja, deteniendo así la mortandad que Dios había enviado.",Números 25:6-8
591,Antiguo Testamento,experto,at-balaam-asna-tres-veces,¿Cuántas veces se desvió la asna de Balaam antes de que este la golpeara y ella finalmente le hablara?,1 vez,2 veces,3 veces,5 veces,C,"La asna se desvió tres veces del camino al ver al ángel de Jehová, y tras ser golpeada la tercera vez, Jehová abrió su boca para hablar.",Números 22:28
592,Antiguo Testamento,principiante,at-rahab-cuerda-escarlata,¿Qué señal usó Rahab para que los espías israelitas la reconocieran y protegieran a su familia al conquistar Jericó?,Un pañuelo blanco,Un cordón de grana (escarlata) en la ventana,Una antorcha encendida,Una rama de olivo,B,"Rahab ató un cordón de grana a la ventana, como señal acordada con los espías para que su familia fuera perdonada.","Josué 2:18,21"
593,Antiguo Testamento,intermedio,at-debora-barac-sisara,¿Quién mató al general cananeo Sísara clavándole una estaca en la sien mientras dormía?,Débora,Jael,Ana,Rahab,B,"Jael, esposa de Heber ceneo, clavó una estaca de la tienda en la sien de Sísara mientras dormía, matándolo.",Jueces 4:21
594,Antiguo Testamento,avanzado,at-samuel-piedra-eben-ezer,¿Qué nombre le dio Samuel a la piedra que erigió como memorial después de una victoria sobre los filisteos?,Eben-ezer,Betel,Gilgal,Mizpa,A,"Samuel tomó una piedra y la puso, llamándola Eben-ezer, diciendo: 'Hasta aquí nos ayudó Jehová'.",1 Samuel 7:12
595,Antiguo Testamento,experto,at-david-huida-nob-sacerdotes,"¿Qué sacerdotes fueron asesinados por orden de Saúl, en la ciudad de Nob, por haber ayudado a David en su huida?",85 sacerdotes que vestían efod de lino,12 sacerdotes principales,Todos los levitas de Israel,Solo el sumo sacerdote Ahimelec,A,"Por orden de Saúl, ejecutado por Doeg el edomita, murieron ese día ochenta y cinco varones que vestían efod de lino en Nob.",1 Samuel 22:18-19
596,Antiguo Testamento,principiante,at-salomon-juicio-dos-mujeres,¿Cómo resolvió Salomón la disputa entre dos mujeres que reclamaban ser madre del mismo bebé?,"Propuso partir al niño en dos, revelando así a la verdadera madre por su reacción",Los envió a un juicio más largo,Decidió al azar,Le preguntó al niño directamente,A,"Salomón propuso partir al niño vivo en dos, y la verdadera madre, movida de amor, pidió que se lo dieran a la otra mujer para que no lo mataran.",1 Reyes 3:24-27
597,Antiguo Testamento,intermedio,at-elias-huida-jezabel-angel,"Después de huir de Jezabel al desierto, ¿qué hizo un ángel por Elías cuando este deseaba morir?",Lo reprendió severamente,Le proveyó pan y agua para fortalecerlo,Lo llevó directamente al cielo,"No hizo nada, lo dejó solo",B,"Un ángel tocó a Elías y le dijo 'levántate y come', proveyéndole de una torta cocida y una vasija de agua para fortalecerlo en su viaje.",1 Reyes 19:5-7
598,Antiguo Testamento,avanzado,at-josias-hallazgo-libro-reaccion,¿Cómo reaccionó el rey Josías al escuchar leer el libro de la ley hallado en el templo?,Lo ignoró por completo,"Rasgó sus vestidos, mostrando su angustia por la desobediencia del pueblo",Ordenó destruir el libro,Se rió de su contenido,B,"Al oír las palabras del libro de la ley, el rey rasgó sus vestidos, reconociendo la gran ira de Jehová contra el pueblo por su desobediencia.",2 Reyes 22:11
599,Antiguo Testamento,experto,at-jeremias-cisterna-lodo,"¿En qué fue arrojado el profeta Jeremías por los príncipes de Judá, siendo luego rescatado por un etíope?",Una cisterna llena de lodo,El foso de los leones,El horno de fuego,El río Jordán,A,"Jeremías fue echado en una cisterna que solo tenía lodo, donde se hundió, hasta ser rescatado por Ebed-melec el etíope.","Jeremías 38:6,10-13"
600,Antiguo Testamento,principiante,at-daniel-corte-babilonica-nombre,¿Qué nombre babilónico le fue dado a Daniel en la corte de Nabucodonosor?,Beltsasar,Sadrac,Mesac,Abed-nego,A,"El jefe de los eunucos puso a Daniel el nombre de Beltsasar, mientras que a sus tres amigos les dio los nombres de Sadrac, Mesac y Abed-nego.",Daniel 1:7
601,Nuevo Testamento,principiante,dedicatoria,¿A quién dirigió Lucas tanto su evangelio como el libro de los Hechos?,A Timoteo,A Teófilo,A Tito,A Filemón,B,"Lucas dirige su evangelio y Hechos a un hombre llamado Teófilo, para que conociera bien las cosas que le fueron enseñadas.",Lucas 1:3; Hechos 1:1
602,Nuevo Testamento,principiante,epistolas-prision,"¿Qué epístola de Pablo, escrita desde la prisión, menciona repetidamente sus 'cadenas'?",Romanos,Efesios,Gálatas,1 Corintios,B,"Pablo pide oración en Efesios para hablar con denuedo el misterio del evangelio, por el cual es embajador en cadenas.",Efesios 6:20
603,Nuevo Testamento,intermedio,epistolas-numero,"¿Cuántas epístolas de la prisión escribió tradicionalmente Pablo (Efesios, Filipenses, Colosenses y Filemón)?",3,4,5,6,B,"Se consideran cuatro las epístolas escritas por Pablo durante su encarcelamiento: Efesios, Filipenses, Colosenses y Filemón.",Referencia general: estudio de las epístolas paulinas
604,Nuevo Testamento,intermedio,gozo,"¿Qué epístola de Pablo enfatiza el gozo a pesar del encarcelamiento, repitiendo la exhortación 'Regocijaos'?",Colosenses,Filipenses,Filemón,Gálatas,B,Pablo escribe desde la prisión: 'Regocijaos en el Señor siempre. Otra vez digo: ¡Regocijaos!',Filipenses 4:4
605,Nuevo Testamento,intermedio,cristologia,¿Qué carta de Pablo corrige errores doctrinales sobre la supremacía de Cristo en la iglesia de Colosas?,Colosenses,Efesios,Romanos,Gálatas,A,Pablo escribió a los Colosenses para afirmar la supremacía y suficiencia de Cristo frente a falsas enseñanzas que circulaban allí.,Colosenses 2:8-9
606,Nuevo Testamento,avanzado,doctrina-sistematica,¿Qué epístola de Pablo es considerada su exposición doctrinal más sistemática del evangelio?,Gálatas,Romanos,Filipenses,1 Tesalonicenses,B,"La carta a los Romanos presenta de manera ordenada y extensa la doctrina de la salvación, el pecado y la justificación por la fe.",Romanos (estructura general de la carta)
607,Nuevo Testamento,avanzado,correccion-iglesia,"¿Qué epístola aborda directamente divisiones, inmoralidad y abusos en la Cena del Señor dentro de una iglesia?",1 Corintios,2 Corintios,Efesios,Colosenses,A,"Pablo corrige en 1 Corintios problemas de divisiones partidistas, inmoralidad sexual y desórdenes en la celebración de la Cena del Señor.",1 Corintios 1:11-12; 5:1; 11:20-21
608,Nuevo Testamento,avanzado,autoridad-apostolica,¿Qué carta de Pablo defiende su autoridad apostólica frente a 'falsos apóstoles' que se habían infiltrado en la iglesia?,1 Corintios,2 Corintios,Gálatas,Filipenses,B,"En 2 Corintios, Pablo defiende con firmeza su apostolado genuino frente a quienes él llama falsos apóstoles, obreros fraudulentos.",2 Corintios 11:13
609,Nuevo Testamento,experto,despedida-pablo,"¿Qué epístola pastoral de Pablo es considerada posiblemente la última que escribió, con tono de despedida?",1 Timoteo,2 Timoteo,Tito,Filemón,B,"En 2 Timoteo, Pablo escribe con tono de despedida: 'He peleado la buena batalla, he acabado la carrera, he guardado la fe'.",2 Timoteo 4:6-8
610,Nuevo Testamento,experto,paciencia-sufrimiento,¿Qué epístola general menciona explícitamente a Job como ejemplo de paciencia en el sufrimiento?,1 Pedro,Santiago,Judas,Hebreos,B,"Santiago exhorta a sus lectores a tomar como ejemplo de sufrimiento y paciencia a los profetas, mencionando específicamente la paciencia de Job.",Santiago 5:10-11
611,Nuevo Testamento,principiante,audiencia-evangelio,"¿Qué evangelio fue escrito principalmente pensando en una audiencia judía, enfatizando el cumplimiento profético?",Marcos,Mateo,Lucas,Juan,B,"El evangelio de Mateo enfatiza reiteradamente el cumplimiento de las profecías del Antiguo Testamento, dirigido especialmente a lectores judíos.",Referencia general: estructura del evangelio de Mateo
612,Nuevo Testamento,principiante,hechos,¿Qué libro del Nuevo Testamento relata los viajes misioneros de Pablo y el crecimiento de la iglesia primitiva?,Romanos,Hechos de los Apóstoles,Apocalipsis,Hebreos,B,"El libro de los Hechos narra la expansión de la iglesia primitiva, incluyendo los viajes misioneros de Pablo.",Hechos (libro completo)
613,Nuevo Testamento,intermedio,sacrificio-superior,¿Qué carta trata sobre la superioridad del sacrificio de Cristo sobre los sacrificios del antiguo pacto?,Santiago,Hebreos,1 Pedro,Judas,B,La epístola a los Hebreos presenta a Cristo como el sacrificio perfecto y superior a los sacrificios repetidos del antiguo pacto.,Hebreos 10:11-14
614,Nuevo Testamento,intermedio,etica-cristiana,"¿Qué epístola enfatiza que 'el que dice que permanece en él, debe andar como él anduvo'?",1 Juan,2 Juan,3 Juan,Judas,A,Juan escribe en su primera epístola que quien afirma permanecer en Cristo debe vivir como él vivió.,1 Juan 2:6
615,Nuevo Testamento,avanzado,falsos-maestros-imagen,"¿Qué breve carta compara a los falsos maestros con 'nubes sin agua, llevadas de acá para allá por los vientos'?",2 Pedro,Judas,1 Juan,Tito,B,"Judas describe vívidamente a los falsos maestros con varias imágenes, incluyendo nubes sin agua llevadas por el viento.",Judas 1:12
616,Nuevo Testamento,avanzado,sufrimiento-ejemplo,"¿Qué epístola anima a los creyentes a sufrir por hacer el bien, siguiendo el ejemplo de Cristo?",1 Pedro,2 Pedro,Santiago,Judas,A,"Pedro enseña que si alguien sufre haciendo el bien y lo soporta, esto es aprobado delante de Dios, siguiendo las pisadas de Cristo.",1 Pedro 2:20-21
617,Nuevo Testamento,experto,escatologia-advertencia,¿Qué epístola advierte sobre burladores que vendrían en los postreros días negando la segunda venida de Cristo?,1 Pedro,2 Pedro,1 Juan,Santiago,B,Pedro advierte que en los postreros días vendrían burladores diciendo: '¿Dónde está la promesa de su advenimiento?'.,2 Pedro 3:3-4
618,Nuevo Testamento,experto,genero-apocaliptico,"¿Qué libro del Nuevo Testamento es el único de género apocalíptico completo, lleno de simbolismo profético?",Hebreos,Apocalipsis,Judas,Santiago,B,"Apocalipsis se distingue por su género apocalíptico, rico en visiones simbólicas sobre el fin de los tiempos.",Apocalipsis (libro completo)
